TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Drip Score,Core,Drip Grade,Number,Face Decoration,Hat,Glasses,Necklace,Earring
210,Milady 210,tennis,pink,teary,green,bowling shirt oriental,braid black,,41,hypebeast-gyaru,s-drip,210,milady pilled tattoo,trucker pink camo,,,
211,Milady 211,sunset,clay,spiral,blue,black blazer,bowl blue,,25,prep,normal,211,,,round glasses,,double safety pins
212,Milady 212,mountain,pale,heart eyes,leaf,maf rothko,braid brown,,35,hypebeast-gyaru,a-drip,212,,cross cap pink,,,
213,Milady 213,bushland,pale,smug,green,pink knit polo,bowl blue,,28,prep-hypebeast,c-drip,213,,buckethat,,,
214,Milady 214,casino,clay,dilated,blue,jesus tank,og green,,22,gyaru,normal,214,,,round glasses,,loop chain earring
215,Milady 215,sunset,clay,teary,blue,special people shirt,short green,,24,gyaru,normal,215,,trucker white rabbit,,,
216,Milady 216,sonora,clay,dilated,green,leopard vest,og black,,33,hypebeast-harajuku,b-drip,216,temple cross tattoo,dubai hat,,,
217,Milady 217,sunset,clay,dilated,green,matagonia pullover,bowl black,,39,hypebeast,a-drip,217,,treeprint bucket,,eth necklace,
218,Milady 218,sunrise,pink,dilated,lilac,maf creeper,og frosted blonde,,39,hypebeast-gyaru,a-drip,218,nose ring silver,trucker hat 911,,,bar piercings
219,Milady 219,harajuku,pink,teary,green,pink coat,braid black,,38,lolita-prep,a-drip,219,,beret,,,heart pearls earring
220,Milady 220,bushland,pink,heart eyes,gold,mape hoodie,og black,,22,hypebeast,normal,220,,,,,
221,Milady 221,sunset,clay,closed,blue,zip polo,braid purple,,39,harajuku,a-drip,221,,,,coral cross necklace,
222,Milady 222,mountain,pink,sleepy,aqua,leopard vest,og blonde,,20,harajuku,normal,222,,,,,
223,Milady 223,roadside,clay,teary,blue,goth poncho,bowl black,,44,lolita-harajuku,s-drip,223,temple cross tattoo,cake hat,,,flower earring
224,Milady 224,sunset,pink,teary,blue,skull sweater,short orange,,26,hypebeast,c-drip,224,,,,,
225,Milady 225,roadside,pink,dilated,brown,maf rothko,braid blue,,36,hypebeast,a-drip,225,,,round glasses,,dual rings gold
226,Milady 226,tennis,pale,sparkle,blue,peter pan collar shirt,og frosted blonde,,31,lolita,b-drip,226,,bear hat,,,
227,Milady 227,yashima,pale,sleepy,leaf,super lover shirt,tuft dark,,28,prep-gyaru,c-drip,227,snakebites,plaid bonnet,,,diamond stud
228,Milady 228,bushland,pale,sleepy,blue,red puffer,tuft purple,,25,lolita-hypebeast,normal,228,,sailor hat,,,
229,Milady 229,mountain,clay,dilated,green,hikki condition shirt,short green,,19,gyaru,normal,229,,,,,
230,Milady 230,clouds,clay,dilated,brown,maf rothko,braid purple,,39,hypebeast-gyaru,a-drip,230,,cross cap pink,,,
231,Milady 231,bushland,pale,crying,green,skull sweater,braid black,,24,hypebeast-gyaru,normal,231,,shy saints cap,,,
232,Milady 232,casino,clay,classic,blue,red puffer,bowl harajuku dye,lean neck tattoo,37,hypebeast,a-drip,232,,,,,strawberry earring
233,Milady 233,sunrise,clay,teary,green,meedles tracksuit,braid black,,20,hypebeast,normal,233,,,,,
234,Milady 234,nagano,black,heart eyes,brown,ribbon lolita,short green,,29,lolita,c-drip,234,,,,,
235,Milady 235,sonora,clay,dilated,blue,goth harajuku,bowl brown,castle neck tattoo,36,harajuku-gyaru,a-drip,235,face piercings,white cowboy hat,round glasses,,
236,Milady 236,mountain,clay,dilated,blue,goth poncho,bowl black,,26,lolita-gyaru,c-drip,236,,denim fish cap,,,
237,Milady 237,sunset,clay,classic,blue,blue sweatervest,bowl brown,,33,prep-harajuku,b-drip,237,,halo,mottega sunglasses yellow,,
238,Milady 238,nagano,pink,spiral,blue,special people shirt,braid blue,lean neck tattoo,41,gyaru,s-drip,238,,trucker im so,,,
239,Milady 239,mountain,tan,sleepy,blue,green blazer,tuft brown,,38,prep-gyaru,a-drip,239,face piercings,shy saints cap,sunglasses,,chrome cross
240,Milady 240,mountain,pale,teary,brown,black blazer,tuft purple,,27,prep,c-drip,240,teardrops tattoo,,mottega sunglasses blue,,
241,Milady 241,xp,pink,sparkle,lilac,sheep pullover,tuft green,,30,prep,b-drip,241,,plaid bonnet,,,
242,Milady 242,streets,pink,classic,grey,western jacket,og orange,,27,hypebeast-gyaru,c-drip,242,,trucker pink camo,,,
243,Milady 243,sunrise,pink,sparkle,brown,hikki condition shirt,,,33,harajuku-gyaru,b-drip,243,teardrops tattoo,strawberry hat,round glasses,,
244,Milady 244,sunset,pale,sparkle,lilac,cardigan tee,braid green,,28,harajuku-gyaru,c-drip,244,,denim fish cap,,,
245,Milady 245,sunset,clay,sparkle,green,tennis outfit,braid blue,,37,prep-gyaru,a-drip,245,,denim usa cap,,,
246,Milady 246,sunrise,pale,sleepy,green,ribbon lolita,og frosted purple,,38,lolita,a-drip,246,gucci cone tattoo,blue pink bow,,,double safety pins
247,Milady 247,bushland,pink,sleepy,blue,meedles tracksuit,tuft purple,,31,hypebeast-gyaru,b-drip,247,star heart tattoo,denim usa cap,,,
248,Milady 248,roadside,pale,spiral,blue,zip polo,tuft purple,,39,harajuku,a-drip,248,,,,mestwood pearl necklace,
249,Milady 249,roadside,pale,classic,brown,peter pan collar shirt,og blue,,16,lolita,normal,249,,,,,
250,Milady 250,sunrise,clay,sparkle,blue,knit sweater,og blonde,,26,prep,c-drip,250,,earflap cap,prescription glasses,,
251,Milady 251,clouds,tan,sparkle,green,leopard polo,tuft dark,,42,gyaru,s-drip,251,nose ring silver,workin cap,,smiley bead necklace,
252,Milady 252,streets,pale,sparkle,brown,maf rothko,short blue,,41,hypebeast-gyaru,s-drip,252,face piercings,workin cap,,,cherry earring
253,Milady 253,sunset,pink,sleepy,green,special people shirt,short pink,,31,harajuku-gyaru,b-drip,253,,bandana,,,
254,Milady 254,tennis,clay,crying,gold,goth harajuku,braid green,,32,hypebeast-harajuku,b-drip,254,,buckethat,,,
255,Milady 255,sunset,clay,classic,aqua,peter pan collar shirt,braid brown,,18,lolita,normal,255,,,round glasses,,
256,Milady 256,sonora,tan,classic,lilac,ulzzang coat,braid black,,26,prep,c-drip,256,,,,,
257,Milady 257,sunrise,clay,classic,brown,meedles tracksuit,og frosted blonde,,31,hypebeast-gyaru,b-drip,257,,trucker construction,prescription glasses,,cross earring
258,Milady 258,sunset,clay,sparkle,green,jesus tank,bowl blue,,23,gyaru,normal,258,,,mottega sunglasses yellow,girl necklace,
259,Milady 259,clouds,pale,dilated,green,hikki condition shirt,og blonde,,17,gyaru,normal,259,,,,,
260,Milady 260,sunrise,pink,classic,lilac,im cute im punk shirt,bowl brown,,18,gyaru,normal,260,,,prescription glasses,,
261,Milady 261,yashima,pale,closed,brown,blue pink shirt,braid brown,,19,lolita,normal,261,,,,,
262,Milady 262,sunset,clay,dilated,green,maf rothko,short blonde,lean neck tattoo,39,prep-hypebeast,a-drip,262,temple cross tattoo,bean hat,,,
263,Milady 263,mountain,pink,classic,brown,special people shirt,short blue,,18,gyaru,normal,263,,,,,
264,Milady 264,sonora,clay,classic,blue,super lover shirt,braid purple,,32,harajuku-gyaru,b-drip,264,face piercings,bandana,,,
265,Milady 265,sunset,pale,classic,brown,goth harajuku,braid brown,,25,lolita-harajuku,normal,265,,blue pink bow,round glasses,,
266,Milady 266,casino,pink,closed,blue,bear sweater,,,27,prep-harajuku,c-drip,266,,strawberry hat,,,
267,Milady 267,bushland,clay,sparkle,green,blue ribbon tank,braid green,,23,lolita-gyaru,normal,267,nose ring silver,fuzz earmuffs,,,
268,Milady 268,roadside,alien,closed,green,blue ribbon tank,tuft purple,,50,gyaru,ss-drip,268,,aloha visor,,lean neck tattoo,
269,Milady 269,sunrise,pink,crying,brown,chore coat,og orange,,33,hypebeast-harajuku,b-drip,269,,kossphones,prescription glasses,,
270,Milady 270,nagano,pink,dilated,brown,green blazer,og blonde,,25,prep,normal,270,,plaid bonnet,,,
271,Milady 271,bushland,clay,sparkle,green,blue ribbon tank,bowl blue,,23,lolita-gyaru,normal,271,,goth headband,,girl necklace,
272,Milady 272,sonora,clay,teary,blue,skull sweater,braid purple,,35,lolita-hypebeast,a-drip,272,nose ring gold,sailor hat,,,
273,Milady 273,sunrise,pink,classic,blue,super lover shirt,tuft purple,,35,prep-gyaru,a-drip,273,star heart tattoo,earflap cap,,,flower earring
274,Milady 274,mountain,pale,closed,aqua,western jacket,bowl purple,,30,hypebeast-gyaru,b-drip,274,,backwards trucker pink,round glasses,,
275,Milady 275,nagano,clay,sparkle,green,mwo shirt,og blue,spider neck tattoo,32,gyaru,b-drip,275,,trucker oasis,,,
276,Milady 276,clouds,pink,dilated,green,heihei shirt,bowl green,,24,harajuku,normal,276,,,,,
277,Milady 277,sunrise,pale,sleepy,green,pink coat,bowl slate,,20,lolita-gyaru,normal,277,,trucker white rabbit,,,
278,Milady 278,mountain,black,sparkle,green,cactus shirt,braid brown,,34,lolita-gyaru,b-drip,278,,pink bonnet,round glasses,,
279,Milady 279,sonora,pale,spiral,aqua,mouse tank,short blonde,,27,gyaru,c-drip,279,,,,mestwood pearl necklace,cross earring
280,Milady 280,bushland,clay,sleepy,green,pink coat,og orange,,20,lolita,normal,280,,,round glasses,,
281,Milady 281,sunset,pink,sparkle,aqua,mape hoodie,og green,lean neck tattoo,34,lolita-hypebeast,b-drip,281,,bear hat,,,
282,Milady 282,sonora,tan,sparkle,green,special people shirt,bowl slate,,25,lolita-gyaru,normal,282,,cat ears with bell,,,
283,Milady 283,sunrise,pink,classic,brown,sheep pullover,tuft green,,40,prep-gyaru,s-drip,283,,brown cowboy hat,sunglasses,,burger earring
284,Milady 284,roadside,tan,teary,green,green blazer,short blue,,29,prep,c-drip,284,black hearts tattoo,,,,
285,Milady 285,yashima,pink,dilated,brown,black blazer,og black,castle neck tattoo,20,prep,normal,285,,,,,
286,Milady 286,mountain,pink,dilated,brown,active dissident shirt,bowl slate,,31,gyaru,b-drip,286,,,sunglasses,,chrome cross
287,Milady 287,mountain,pale,teary,leaf,mouse tank,og green,,19,gyaru,normal,287,,,,,cross earring
288,Milady 288,roadside,tan,crying,lilac,meedles tracksuit,braid brown,,35,hypebeast,a-drip,288,face piercings,,,,dual rings gold
289,Milady 289,nagano,clay,dilated,blue,active dissident shirt,tuft dark,lean neck tattoo,24,gyaru,normal,289,,,,,
290,Milady 290,sunset,pink,dilated,blue,special people shirt,braid green,,25,gyaru,normal,290,temple cross tattoo,,,,
291,Milady 291,streets,tan,sparkle,green,super lover shirt,bowl slate,,26,lolita-gyaru,c-drip,291,,sailor hat,,,
292,Milady 292,sunset,pink,sleepy,brown,mape hoodie,tuft purple,,26,hypebeast,c-drip,292,,,,,
293,Milady 293,sunrise,pink,smug,blue,blue sweatervest,og orange,,21,prep-gyaru,normal,293,,trucker oasis,,,
294,Milady 294,sunrise,pink,classic,grey,heihei shirt,tuft green,,39,hypebeast-harajuku,a-drip,294,,buckethat,,lean neck tattoo,flower earring
295,Milady 295,clouds,pale,classic,brown,knit sweater,bowl slate,,19,prep,normal,295,,,,evil eye necklace,
296,Milady 296,sunset,tan,classic,blue,goth harajuku,og frosted purple,,36,harajuku-gyaru,a-drip,296,nose ring silver,flower clip,,,
297,Milady 297,sunset,pale,classic,blue,hikki condition shirt,bowl slate,,24,gyaru,normal,297,,shy saints cap,,,
298,Milady 298,mountain,clay,sparkle,brown,leopard polo,tuft blue,,37,gyaru,a-drip,298,snakebites,trucker white rabbit,,girl necklace,
299,Milady 299,sunrise,pale,classic,brown,remilia tank,tuft green,,27,gyaru,c-drip,299,teardrops tattoo,,,evil eye necklace,chain earrings
300,Milady 300,mountain,pink,classic,brown,malenciaga jersey,braid green,,53,hypebeast,ss-drip,300,,trucker gothic milady,larry glasses,,
301,Milady 301,train,pink,dilated,blue,bear sweater,og frosted purple,,27,prep,c-drip,301,,,prescription glasses,,
302,Milady 302,casino,clay,closed,green,blue pink shirt,tuft green,,30,lolita-harajuku,b-drip,302,,kossphones,,,bar piercings
303,Milady 303,sonora,black,dilated,green,kogal cardigan,short green,,28,prep,c-drip,303,,,round glasses,,
304,Milady 304,bushland,pink,sparkle,green,knit sweater,tuft blue,,24,prep-gyaru,normal,304,,trucker pink camo,,,
305,Milady 305,sunset,clay,dilated,blue,pink knit polo,tuft purple,,40,prep-harajuku,s-drip,305,,kossphones,,,burger earring
306,Milady 306,sunrise,black,dilated,brown,western jacket,bowl brown,,25,hypebeast,normal,306,,,,,
307,Milady 307,sunset,clay,classic,lilac,hikki condition shirt,og black,,22,gyaru,normal,307,,,sunglasses,,
308,Milady 308,sunset,pink,crying,green,matagonia pullover,braids harajuku dye,,42,hypebeast-gyaru,s-drip,308,star heart tattoo,denim usa cap,,,
309,Milady 309,yashima,tan,classic,blue,heihei shirt,og blonde,,38,harajuku,a-drip,309,,,sunglasses,coral cross necklace,
310,Milady 310,bushland,clay,sleepy,green,maid,og black,,23,lolita-prep,normal,310,,plaid bonnet,,,dual rings gold
311,Milady 311,bushland,pink,classic,brown,leopard vest,og blonde,,22,harajuku,normal,311,,,round glasses,,
312,Milady 312,casino,pink,sparkle,brown,bowling shirt oriental,bowl black,,26,hypebeast,c-drip,312,,,,silver coin necklace,
313,Milady 313,streets,pale,sparkle,green,bear sweater,og blue,,32,prep-hypebeast,b-drip,313,,miteryx beanie,mottega sunglasses blue,,
314,Milady 314,sonora,pink,classic,blue,matagonia pullover,short blue,,44,hypebeast-harajuku,s-drip,314,nose ring gold,kossphones,mottega sunglasses blue,,
315,Milady 315,bushland,tan,dilated,aqua,fur coat,tuft brown,,25,lolita-gyaru,normal,315,,trucker oasis,,,
316,Milady 316,sonora,pale,classic,brown,tie dye shirt,bowl slate,,24,harajuku-gyaru,normal,316,star heart tattoo,brown cowboy hat,,,loop chain earring
317,Milady 317,sonora,pale,classic,green,bowling shirt,og orange,,31,hypebeast-gyaru,b-drip,317,,trucker oasis,,milady beads,double safety pins
318,Milady 318,bushland,pink,classic,brown,football shirt,braid purple,,32,hypebeast,b-drip,318,,,,,
319,Milady 319,sunset,tan,sleepy,blue,goth harajuku,og green,castle neck tattoo,31,harajuku,b-drip,319,nose ring gold,,,,
320,Milady 320,bushland,pale,classic,green,im cute im punk shirt,tuft brown,,18,gyaru,normal,320,milady pilled tattoo,,,,
321,Milady 321,nagano,tan,classic,green,zip polo,short green,,51,harajuku-gyaru,ss-drip,321,,denim usa cap,harajuku glasses,milady beads,
322,Milady 322,bushland,pink,classic,blue,active dissident shirt,tuft green,,33,gyaru,b-drip,322,,rhinestone skull cap,,,
323,Milady 323,sonora,tan,teary,brown,gold spray puffer,og green,,37,hypebeast-gyaru,a-drip,323,,denim fish cap,,,
324,Milady 324,sunset,clay,dilated,brown,bowling shirt oriental,tuft brown,,28,hypebeast-gyaru,c-drip,324,,flower clip,,silver coin necklace,
325,Milady 325,yashima,clay,dilated,brown,knit sweater,tuft green,castle neck tattoo,33,prep,b-drip,325,,,moakleys,coral cross necklace,
326,Milady 326,clouds,tan,sparkle,aqua,ribbon lolita,bowl purple,,25,lolita,normal,326,,,,,
327,Milady 327,xp,pink,sparkle,green,hikki condition shirt,bowl slate,,36,gyaru,a-drip,327,crescent tattoo,cross cap white,,,
328,Milady 328,mountain,tan,teary,brown,tie dye shirt,bowl green,,19,harajuku,normal,328,,,,,
329,Milady 329,mountain,clay,sparkle,blue,maf rothko,bowl blue,,25,hypebeast,normal,329,nose ring silver,,,,
330,Milady 330,sunrise,tan,teary,blue,red puffer,bowl green,,30,hypebeast,b-drip,330,,trucker gothic milady,,,
331,Milady 331,bushland,pink,teary,brown,maf creeper,bowl green,,23,hypebeast-gyaru,normal,331,,denim usa cap,,,
332,Milady 332,bushland,pale,dilated,blue,super lover shirt,short orange,,31,gyaru,b-drip,332,star heart tattoo,aloha visor,,,
333,Milady 333,mountain,pink,crying,aqua,western jacket,short pink,,36,lolita-hypebeast,a-drip,333,,bear hat,,,
334,Milady 334,tennis,black,sparkle,brown,leopard vest,braid black,,30,harajuku,b-drip,334,,,,,
335,Milady 335,bjork,pink,classic,green,red puffer,short blonde,,27,hypebeast,c-drip,335,,,sunglasses,,
336,Milady 336,casino,pale,closed,brown,maf creeper,bowl blue,,28,hypebeast-gyaru,c-drip,336,,denim fish cap,,,
337,Milady 337,sunrise,pink,dilated,blue,red puffer,,,24,hypebeast-harajuku,normal,337,,strawberry hat,,,
338,Milady 338,sunrise,pink,teary,blue,ulzzang coat,og blonde,lean neck tattoo,37,prep,a-drip,338,,plaid bonnet,round glasses,,
339,Milady 339,bushland,pale,teary,brown,super lover shirt,og black,,16,lolita-gyaru,normal,339,,maid hat,,,
340,Milady 340,casino,pink,dilated,green,kogal cardigan,short orange,,28,prep-gyaru,c-drip,340,,trucker im so,prescription glasses,,
341,Milady 341,sonora,clay,teary,aqua,kogal cardigan,tuft brown,castle neck tattoo,23,prep-hypebeast,normal,341,,meedles headband,,,
342,Milady 342,mountain,pink,crying,brown,fleece paisley jacket,braid blue,,43,hypebeast,s-drip,342,,,mottega sunglasses blue,cherry necklace,
343,Milady 343,sunset,pink,sparkle,green,fur coat,bowl green,,19,lolita,normal,343,,,,,
344,Milady 344,tennis,pink,dilated,blue,blue ribbon tank,short blue,,28,prep-gyaru,c-drip,344,,tennis visor,,pearl necklace,
345,Milady 345,clouds,black,dilated,blue,remilia tank,tuft purple,,39,gyaru,a-drip,345,,,,coral cross necklace,dual rings silver
346,Milady 346,roadside,pale,sparkle,blue,kogal cardigan,bowl black,,22,prep,normal,346,,,harajuku glasses,,
347,Milady 347,yashima,pink,sleepy,blue,cactus shirt,,,34,harajuku-gyaru,b-drip,347,,strawberry hat,,,cross earring
348,Milady 348,bushland,tan,dilated,green,gold spray puffer,og blue,,32,hypebeast,b-drip,348,,,,,safety pin piercing
349,Milady 349,mountain,black,dilated,brown,mape hoodie,tuft green,,33,hypebeast-gyaru,b-drip,349,nose ring gold,trucker hat 911,,,
350,Milady 350,sunset,pale,sleepy,brown,blue ribbon tank,bowl slate,,15,gyaru,normal,350,,,,silver coin necklace,
351,Milady 351,bushland,clay,teary,blue,pink coat,tuft green,,23,lolita,normal,351,,,,,diamond stud
352,Milady 352,casino,pale,classic,blue,pink coat,og frosted blonde,,29,lolita-hypebeast,c-drip,352,,buckethat,,,
353,Milady 353,bushland,pale,sparkle,blue,ribbon lolita,braid brown,,22,lolita-gyaru,normal,353,snakebites,trucker im so,,,
354,Milady 354,sonora,pink,crying,leaf,ribbon lolita,og orange,,24,lolita,normal,354,milady pilled tattoo,,,,
355,Milady 355,yashima,pale,dilated,brown,maid,tuft green,,18,lolita,normal,355,,,,,
356,Milady 356,mountain,clay,classic,aqua,matagonia pullover,og black,,20,hypebeast,normal,356,,,,,
357,Milady 357,bushland,tan,dilated,grey,leopard polo,bowl blue,,37,gyaru,a-drip,357,crescent tattoo,,,smiley bead necklace,
358,Milady 358,roadside,pink,classic,green,cardigan tee,short blonde,,35,harajuku,a-drip,358,,bear ears,,coral cross necklace,
359,Milady 359,streets,pink,dilated,grey,sweater and tie,bowl purple,,43,prep-gyaru,s-drip,359,face piercings,white cowboy hat,round glasses,,
360,Milady 360,bushland,clay,sleepy,leaf,im cute im punk shirt,short green,,33,gyaru,b-drip,360,,cross cap pink,,,chain earrings
361,Milady 361,mountain,black,dilated,blue,jesus tank,tuft blue,,37,gyaru,a-drip,361,teardrops tattoo,,larry glasses,silver coin necklace,
362,Milady 362,sonora,pale,classic,brown,ribbon lolita,tuft purple,,25,lolita,normal,362,crescent tattoo,,,,
363,Milady 363,mountain,pink,dilated,blue,tie dye shirt,braids harajuku dye,lean neck tattoo,39,harajuku-gyaru,a-drip,363,,brown cowboy hat,,,
364,Milady 364,clouds,pale,dilated,green,western jacket,tuft dark,,32,hypebeast-gyaru,b-drip,364,,rhinestone skull cap,,,diamond stud
365,Milady 365,sunset,clay,teary,brown,fur coat,braid blue,,43,lolita-hypebeast,s-drip,365,nose ring silver,alien hat,,,strawberry earring
366,Milady 366,mountain,clay,sleepy,green,super lover shirt,og green,,31,lolita-gyaru,b-drip,366,,pink bow,,,heart pearls earring
367,Milady 367,mountain,clay,dilated,blue,sailor lolita,braid blue,,28,lolita-gyaru,c-drip,367,,trucker anime,round glasses,,
368,Milady 368,mountain,pale,classic,green,goth harajuku,bowl blue,,33,harajuku-gyaru,b-drip,368,tyson tribal tattoo,trucker pink camo,,,
369,Milady 369,xp,pink,dilated,blue,remilia tank,braid brown,,48,gyaru,ss-drip,369,,backwards trucker pink,harajuku glasses,,diamond stud
