TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Core,Drip Grade,Face Decoration,Hat,Glasses,Necklace,Earring
225,Milady 225,roadside,pink,dilated,brown,maf rothko,braid blue,,hypebeast,a-drip,,,round glasses,,dual rings gold
226,Milady 226,tennis,pale,sparkle,blue,peter pan collar shirt,og frosted blonde,,lolita,b-drip,,bear hat,,,
227,Milady 227,yashima,pale,sleepy,leaf,super lover shirt,tuft dark,,prep-gyaru,c-drip,snakebites,plaid bonnet,,,diamond stud
228,Milady 228,bushland,pale,sleepy,blue,red puffer,tuft purple,,lolita-hypebeast,normal,,sailor hat,,,
229,Milady 229,mountain,clay,dilated,green,hikki condition shirt,short green,,gyaru,normal,,,,,
230,Milady 230,clouds,clay,dilated,brown,maf rothko,braid purple,,hypebeast-gyaru,a-drip,,cross cap pink,,,
231,Milady 231,bushland,pale,crying,green,skull sweater,braid black,,hypebeast-gyaru,normal,,shy saints cap,,,
232,Milady 232,casino,clay,classic,blue,red puffer,bowl harajuku dye,lean neck tattoo,hypebeast,a-drip,,,,,strawberry earring
233,Milady 233,sunrise,clay,teary,green,meedles tracksuit,braid black,,hypebeast,normal,,,,,
234,Milady 234,nagano,black,heart eyes,brown,ribbon lolita,short green,,lolita,c-drip,,,,,
235,Milady 235,sonora,clay,dilated,blue,goth harajuku,bowl brown,castle neck tattoo,harajuku-gyaru,a-drip,face piercings,white cowboy hat,round glasses,,
236,Milady 236,mountain,clay,dilated,blue,goth poncho,bowl black,,lolita-gyaru,c-drip,,denim fish cap,,,
237,Milady 237,sunset,clay,classic,blue,blue sweatervest,bowl brown,,prep-harajuku,b-drip,,halo,mottega sunglasses yellow,,
238,Milady 238,nagano,pink,spiral,blue,special people shirt,braid blue,lean neck tattoo,gyaru,s-drip,,trucker im so,,,
239,Milady 239,mountain,tan,sleepy,blue,green blazer,tuft brown,,prep-gyaru,a-drip,face piercings,shy saints cap,sunglasses,,chrome cross
240,Milady 240,mountain,pale,teary,brown,black blazer,tuft purple,,prep,c-drip,teardrops tattoo,,mottega sunglasses blue,,
241,Milady 241,xp,pink,sparkle,lilac,sheep pullover,tuft green,,prep,b-drip,,plaid bonnet,,,
242,Milady 242,streets,pink,classic,grey,western jacket,og orange,,hypebeast-gyaru,c-drip,,trucker pink camo,,,
243,Milady 243,sunrise,pink,sparkle,brown,hikki condition shirt,,,harajuku-gyaru,b-drip,teardrops tattoo,strawberry hat,round glasses,,
244,Milady 244,sunset,pale,sparkle,lilac,cardigan tee,braid green,,harajuku-gyaru,c-drip,,denim fish cap,,,
245,Milady 245,sunset,clay,sparkle,green,tennis outfit,braid blue,,prep-gyaru,a-drip,,denim usa cap,,,
246,Milady 246,sunrise,pale,sleepy,green,ribbon lolita,og frosted purple,,lolita,a-drip,gucci cone tattoo,blue pink bow,,,double safety pins
247,Milady 247,bushland,pink,sleepy,blue,meedles tracksuit,tuft purple,,hypebeast-gyaru,b-drip,star heart tattoo,denim usa cap,,,
248,Milady 248,roadside,pale,spiral,blue,zip polo,tuft purple,,harajuku,a-drip,,,,mestwood pearl necklace,
249,Milady 249,roadside,pale,classic,brown,peter pan collar shirt,og blue,,lolita,normal,,,,,
250,Milady 250,sunrise,clay,sparkle,blue,knit sweater,og blonde,,prep,c-drip,,earflap cap,prescription glasses,,
251,Milady 251,clouds,tan,sparkle,green,leopard polo,tuft dark,,gyaru,s-drip,nose ring silver,workin cap,,smiley bead necklace,
252,Milady 252,streets,pale,sparkle,brown,maf rothko,short blue,,hypebeast-gyaru,s-drip,face piercings,workin cap,,,cherry earring
253,Milady 253,sunset,pink,sleepy,green,special people shirt,short pink,,harajuku-gyaru,b-drip,,bandana,,,
254,Milady 254,tennis,clay,crying,gold,goth harajuku,braid green,,hypebeast-harajuku,b-drip,,buckethat,,,
255,Milady 255,sunset,clay,classic,aqua,peter pan collar shirt,braid brown,,lolita,normal,,,round glasses,,
256,Milady 256,sonora,tan,classic,lilac,ulzzang coat,braid black,,prep,c-drip,,,,,
257,Milady 257,sunrise,clay,classic,brown,meedles tracksuit,og frosted blonde,,hypebeast-gyaru,b-drip,,trucker construction,prescription glasses,,cross earring
258,Milady 258,sunset,clay,sparkle,green,jesus tank,bowl blue,,gyaru,normal,,,mottega sunglasses yellow,girl necklace,
259,Milady 259,clouds,pale,dilated,green,hikki condition shirt,og blonde,,gyaru,normal,,,,,
260,Milady 260,sunrise,pink,classic,lilac,im cute im punk shirt,bowl brown,,gyaru,normal,,,prescription glasses,,
261,Milady 261,yashima,pale,closed,brown,blue pink shirt,braid brown,,lolita,normal,,,,,
262,Milady 262,sunset,clay,dilated,green,maf rothko,short blonde,lean neck tattoo,prep-hypebeast,a-drip,temple cross tattoo,bean hat,,,
263,Milady 263,mountain,pink,classic,brown,special people shirt,short blue,,gyaru,normal,,,,,
264,Milady 264,sonora,clay,classic,blue,super lover shirt,braid purple,,harajuku-gyaru,b-drip,face piercings,bandana,,,
265,Milady 265,sunset,pale,classic,brown,goth harajuku,braid brown,,lolita-harajuku,normal,,blue pink bow,round glasses,,
266,Milady 266,casino,pink,closed,blue,bear sweater,,,prep-harajuku,c-drip,,strawberry hat,,,
267,Milady 267,bushland,clay,sparkle,green,blue ribbon tank,braid green,,lolita-gyaru,normal,nose ring silver,fuzz earmuffs,,,
268,Milady 268,roadside,alien,closed,green,blue ribbon tank,tuft purple,,gyaru,ss-drip,,aloha visor,,lean neck tattoo,
269,Milady 269,sunrise,pink,crying,brown,chore coat,og orange,,hypebeast-harajuku,b-drip,,kossphones,prescription glasses,,
270,Milady 270,nagano,pink,dilated,brown,green blazer,og blonde,,prep,normal,,plaid bonnet,,,
271,Milady 271,bushland,clay,sparkle,green,blue ribbon tank,bowl blue,,lolita-gyaru,normal,,goth headband,,girl necklace,
272,Milady 272,sonora,clay,teary,blue,skull sweater,braid purple,,lolita-hypebeast,a-drip,nose ring gold,sailor hat,,,
273,Milady 273,sunrise,pink,classic,blue,super lover shirt,tuft purple,,prep-gyaru,a-drip,star heart tattoo,earflap cap,,,flower earring
274,Milady 274,mountain,pale,closed,aqua,western jacket,bowl purple,,hypebeast-gyaru,b-drip,,backwards trucker pink,round glasses,,
275,Milady 275,nagano,clay,sparkle,green,mwo shirt,og blue,spider neck tattoo,gyaru,b-drip,,trucker oasis,,,
276,Milady 276,clouds,pink,dilated,green,heihei shirt,bowl green,,harajuku,normal,,,,,
277,Milady 277,sunrise,pale,sleepy,green,pink coat,bowl slate,,lolita-gyaru,normal,,trucker white rabbit,,,
278,Milady 278,mountain,black,sparkle,green,cactus shirt,braid brown,,lolita-gyaru,b-drip,,pink bonnet,round glasses,,
279,Milady 279,sonora,pale,spiral,aqua,mouse tank,short blonde,,gyaru,c-drip,,,,mestwood pearl necklace,cross earring
280,Milady 280,bushland,clay,sleepy,green,pink coat,og orange,,lolita,normal,,,round glasses,,
281,Milady 281,sunset,pink,sparkle,aqua,mape hoodie,og green,lean neck tattoo,lolita-hypebeast,b-drip,,bear hat,,,
282,Milady 282,sonora,tan,sparkle,green,special people shirt,bowl slate,,lolita-gyaru,normal,,cat ears with bell,,,
283,Milady 283,sunrise,pink,classic,brown,sheep pullover,tuft green,,prep-gyaru,s-drip,,brown cowboy hat,sunglasses,,burger earring
284,Milady 284,roadside,tan,teary,green,green blazer,short blue,,prep,c-drip,black hearts tattoo,,,,
285,Milady 285,yashima,pink,dilated,brown,black blazer,og black,castle neck tattoo,prep,normal,,,,,
286,Milady 286,mountain,pink,dilated,brown,active dissident shirt,bowl slate,,gyaru,b-drip,,,sunglasses,,chrome cross
287,Milady 287,mountain,pale,teary,leaf,mouse tank,og green,,gyaru,normal,,,,,cross earring
288,Milady 288,roadside,tan,crying,lilac,meedles tracksuit,braid brown,,hypebeast,a-drip,face piercings,,,,dual rings gold
289,Milady 289,nagano,clay,dilated,blue,active dissident shirt,tuft dark,lean neck tattoo,gyaru,normal,,,,,
290,Milady 290,sunset,pink,dilated,blue,special people shirt,braid green,,gyaru,normal,temple cross tattoo,,,,
291,Milady 291,streets,tan,sparkle,green,super lover shirt,bowl slate,,lolita-gyaru,c-drip,,sailor hat,,,
292,Milady 292,sunset,pink,sleepy,brown,mape hoodie,tuft purple,,hypebeast,c-drip,,,,,
293,Milady 293,sunrise,pink,smug,blue,blue sweatervest,og orange,,prep-gyaru,normal,,trucker oasis,,,
294,Milady 294,sunrise,pink,classic,grey,heihei shirt,tuft green,,hypebeast-harajuku,a-drip,,buckethat,,lean neck tattoo,flower earring
295,Milady 295,clouds,pale,classic,brown,knit sweater,bowl slate,,prep,normal,,,,evil eye necklace,
296,Milady 296,sunset,tan,classic,blue,goth harajuku,og frosted purple,,harajuku-gyaru,a-drip,nose ring silver,flower clip,,,
297,Milady 297,sunset,pale,classic,blue,hikki condition shirt,bowl slate,,gyaru,normal,,shy saints cap,,,
298,Milady 298,mountain,clay,sparkle,brown,leopard polo,tuft blue,,gyaru,a-drip,snakebites,trucker white rabbit,,girl necklace,
299,Milady 299,sunrise,pale,classic,brown,remilia tank,tuft green,,gyaru,c-drip,teardrops tattoo,,,evil eye necklace,chain earrings
300,Milady 300,mountain,pink,classic,brown,malenciaga jersey,braid green,,hypebeast,ss-drip,,trucker gothic milady,larry glasses,,
301,Milady 301,train,pink,dilated,blue,bear sweater,og frosted purple,,prep,c-drip,,,prescription glasses,,
302,Milady 302,casino,clay,closed,green,blue pink shirt,tuft green,,lolita-harajuku,b-drip,,kossphones,,,bar piercings
303,Milady 303,sonora,black,dilated,green,kogal cardigan,short green,,prep,c-drip,,,round glasses,,
304,Milady 304,bushland,pink,sparkle,green,knit sweater,tuft blue,,prep-gyaru,normal,,trucker pink camo,,,
305,Milady 305,sunset,clay,dilated,blue,pink knit polo,tuft purple,,prep-harajuku,s-drip,,kossphones,,,burger earring
306,Milady 306,sunrise,black,dilated,brown,western jacket,bowl brown,,hypebeast,normal,,,,,
307,Milady 307,sunset,clay,classic,lilac,hikki condition shirt,og black,,gyaru,normal,,,sunglasses,,
308,Milady 308,sunset,pink,crying,green,matagonia pullover,braids harajuku dye,,hypebeast-gyaru,s-drip,star heart tattoo,denim usa cap,,,
309,Milady 309,yashima,tan,classic,blue,heihei shirt,og blonde,,harajuku,a-drip,,,sunglasses,coral cross necklace,
310,Milady 310,bushland,clay,sleepy,green,maid,og black,,lolita-prep,normal,,plaid bonnet,,,dual rings gold
311,Milady 311,bushland,pink,classic,brown,leopard vest,og blonde,,harajuku,normal,,,round glasses,,
312,Milady 312,casino,pink,sparkle,brown,bowling shirt oriental,bowl black,,hypebeast,c-drip,,,,silver coin necklace,
313,Milady 313,streets,pale,sparkle,green,bear sweater,og blue,,prep-hypebeast,b-drip,,miteryx beanie,mottega sunglasses blue,,
314,Milady 314,sonora,pink,classic,blue,matagonia pullover,short blue,,hypebeast-harajuku,s-drip,nose ring gold,kossphones,mottega sunglasses blue,,
315,Milady 315,bushland,tan,dilated,aqua,fur coat,tuft brown,,lolita-gyaru,normal,,trucker oasis,,,
316,Milady 316,sonora,pale,classic,brown,tie dye shirt,bowl slate,,harajuku-gyaru,normal,star heart tattoo,brown cowboy hat,,,loop chain earring
317,Milady 317,sonora,pale,classic,green,bowling shirt,og orange,,hypebeast-gyaru,b-drip,,trucker oasis,,milady beads,double safety pins
318,Milady 318,bushland,pink,classic,brown,football shirt,braid purple,,hypebeast,b-drip,,,,,
319,Milady 319,sunset,tan,sleepy,blue,goth harajuku,og green,castle neck tattoo,harajuku,b-drip,nose ring gold,,,,
320,Milady 320,bushland,pale,classic,green,im cute im punk shirt,tuft brown,,gyaru,normal,milady pilled tattoo,,,,
321,Milady 321,nagano,tan,classic,green,zip polo,short green,,harajuku-gyaru,ss-drip,,denim usa cap,harajuku glasses,milady beads,
322,Milady 322,bushland,pink,classic,blue,active dissident shirt,tuft green,,gyaru,b-drip,,rhinestone skull cap,,,
323,Milady 323,sonora,tan,teary,brown,gold spray puffer,og green,,hypebeast-gyaru,a-drip,,denim fish cap,,,
324,Milady 324,sunset,clay,dilated,brown,bowling shirt oriental,tuft brown,,hypebeast-gyaru,c-drip,,flower clip,,silver coin necklace,
325,Milady 325,yashima,clay,dilated,brown,knit sweater,tuft green,castle neck tattoo,prep,b-drip,,,moakleys,coral cross necklace,
326,Milady 326,clouds,tan,sparkle,aqua,ribbon lolita,bowl purple,,lolita,normal,,,,,
327,Milady 327,xp,pink,sparkle,green,hikki condition shirt,bowl slate,,gyaru,a-drip,crescent tattoo,cross cap white,,,
328,Milady 328,mountain,tan,teary,brown,tie dye shirt,bowl green,,harajuku,normal,,,,,
329,Milady 329,mountain,clay,sparkle,blue,maf rothko,bowl blue,,hypebeast,normal,nose ring silver,,,,
330,Milady 330,sunrise,tan,teary,blue,red puffer,bowl green,,hypebeast,b-drip,,trucker gothic milady,,,
331,Milady 331,bushland,pink,teary,brown,maf creeper,bowl green,,hypebeast-gyaru,normal,,denim usa cap,,,
332,Milady 332,bushland,pale,dilated,blue,super lover shirt,short orange,,gyaru,b-drip,star heart tattoo,aloha visor,,,
333,Milady 333,mountain,pink,crying,aqua,western jacket,short pink,,lolita-hypebeast,a-drip,,bear hat,,,
334,Milady 334,tennis,black,sparkle,brown,leopard vest,braid black,,harajuku,b-drip,,,,,
335,Milady 335,bjork,pink,classic,green,red puffer,short blonde,,hypebeast,c-drip,,,sunglasses,,
336,Milady 336,casino,pale,closed,brown,maf creeper,bowl blue,,hypebeast-gyaru,c-drip,,denim fish cap,,,
337,Milady 337,sunrise,pink,dilated,blue,red puffer,,,hypebeast-harajuku,normal,,strawberry hat,,,
338,Milady 338,sunrise,pink,teary,blue,ulzzang coat,og blonde,lean neck tattoo,prep,a-drip,,plaid bonnet,round glasses,,
339,Milady 339,bushland,pale,teary,brown,super lover shirt,og black,,lolita-gyaru,normal,,maid hat,,,
340,Milady 340,casino,pink,dilated,green,kogal cardigan,short orange,,prep-gyaru,c-drip,,trucker im so,prescription glasses,,
341,Milady 341,sonora,clay,teary,aqua,kogal cardigan,tuft brown,castle neck tattoo,prep-hypebeast,normal,,meedles headband,,,
342,Milady 342,mountain,pink,crying,brown,fleece paisley jacket,braid blue,,hypebeast,s-drip,,,mottega sunglasses blue,cherry necklace,
343,Milady 343,sunset,pink,sparkle,green,fur coat,bowl green,,lolita,normal,,,,,
344,Milady 344,tennis,pink,dilated,blue,blue ribbon tank,short blue,,prep-gyaru,c-drip,,tennis visor,,pearl necklace,
345,Milady 345,clouds,black,dilated,blue,remilia tank,tuft purple,,gyaru,a-drip,,,,coral cross necklace,dual rings silver
346,Milady 346,roadside,pale,sparkle,blue,kogal cardigan,bowl black,,prep,normal,,,harajuku glasses,,
347,Milady 347,yashima,pink,sleepy,blue,cactus shirt,,,harajuku-gyaru,b-drip,,strawberry hat,,,cross earring
348,Milady 348,bushland,tan,dilated,green,gold spray puffer,og blue,,hypebeast,b-drip,,,,,safety pin piercing
349,Milady 349,mountain,black,dilated,brown,mape hoodie,tuft green,,hypebeast-gyaru,b-drip,nose ring gold,trucker hat 911,,,
350,Milady 350,sunset,pale,sleepy,brown,blue ribbon tank,bowl slate,,gyaru,normal,,,,silver coin necklace,
351,Milady 351,bushland,clay,teary,blue,pink coat,tuft green,,lolita,normal,,,,,diamond stud
352,Milady 352,casino,pale,classic,blue,pink coat,og frosted blonde,,lolita-hypebeast,c-drip,,buckethat,,,
353,Milady 353,bushland,pale,sparkle,blue,ribbon lolita,braid brown,,lolita-gyaru,normal,snakebites,trucker im so,,,
354,Milady 354,sonora,pink,crying,leaf,ribbon lolita,og orange,,lolita,normal,milady pilled tattoo,,,,
355,Milady 355,yashima,pale,dilated,brown,maid,tuft green,,lolita,normal,,,,,
356,Milady 356,mountain,clay,classic,aqua,matagonia pullover,og black,,hypebeast,normal,,,,,
357,Milady 357,bushland,tan,dilated,grey,leopard polo,bowl blue,,gyaru,a-drip,crescent tattoo,,,smiley bead necklace,
358,Milady 358,roadside,pink,classic,green,cardigan tee,short blonde,,harajuku,a-drip,,bear ears,,coral cross necklace,
359,Milady 359,streets,pink,dilated,grey,sweater and tie,bowl purple,,prep-gyaru,s-drip,face piercings,white cowboy hat,round glasses,,
360,Milady 360,bushland,clay,sleepy,leaf,im cute im punk shirt,short green,,gyaru,b-drip,,cross cap pink,,,chain earrings
361,Milady 361,mountain,black,dilated,blue,jesus tank,tuft blue,,gyaru,a-drip,teardrops tattoo,,larry glasses,silver coin necklace,
362,Milady 362,sonora,pale,classic,brown,ribbon lolita,tuft purple,,lolita,normal,crescent tattoo,,,,
363,Milady 363,mountain,pink,dilated,blue,tie dye shirt,braids harajuku dye,lean neck tattoo,harajuku-gyaru,a-drip,,brown cowboy hat,,,
364,Milady 364,clouds,pale,dilated,green,western jacket,tuft dark,,hypebeast-gyaru,b-drip,,rhinestone skull cap,,,diamond stud
365,Milady 365,sunset,clay,teary,brown,fur coat,braid blue,,lolita-hypebeast,s-drip,nose ring silver,alien hat,,,strawberry earring
366,Milady 366,mountain,clay,sleepy,green,super lover shirt,og green,,lolita-gyaru,b-drip,,pink bow,,,heart pearls earring
367,Milady 367,mountain,clay,dilated,blue,sailor lolita,braid blue,,lolita-gyaru,c-drip,,trucker anime,round glasses,,
368,Milady 368,mountain,pale,classic,green,goth harajuku,bowl blue,,harajuku-gyaru,b-drip,tyson tribal tattoo,trucker pink camo,,,
369,Milady 369,xp,pink,dilated,blue,remilia tank,braid brown,,gyaru,ss-drip,,backwards trucker pink,harajuku glasses,,diamond stud
370,Milady 370,clouds,pale,sparkle,brown,maf rothko,bowl slate,,hypebeast-gyaru,c-drip,teardrops tattoo,backwards trucker pink,,,
371,Milady 371,harajuku,clay,teary,blue,tennis outfit,bowl green,,prep-gyaru,s-drip,,brown cowboy hat,,fliphone lanyard,
372,Milady 372,xp,pale,teary,blue,fleece paisley jacket,short blonde,,hypebeast,a-drip,nose ring silver,,,milady beads,
373,Milady 373,sunset,pale,dilated,blue,jesus tank,bowl blue,,gyaru,normal,,,,pearl necklace,
374,Milady 374,sunset,black,dilated,blue,im cute im punk shirt,short blonde,,gyaru,a-drip,,trucker im so,round glasses,,
375,Milady 375,bushland,tan,dilated,brown,maf creeper,bowl slate,,hypebeast,b-drip,star heart tattoo,,,,bar piercings
376,Milady 376,mountain,pale,sparkle,gold,mwo shirt,bowl black,,gyaru,normal,black hearts tattoo,,,,safety pin piercing
377,Milady 377,bushland,pale,dilated,blue,mwo shirt,og green,,gyaru,normal,,,,,
378,Milady 378,mountain,clay,teary,brown,bear sweater,short blue,,prep,normal,star heart tattoo,,,,
379,Milady 379,clouds,pink,classic,lilac,skull sweater,bowl black,,hypebeast-gyaru,c-drip,,white cowboy hat,,,
380,Milady 380,sunset,clay,sparkle,lilac,mape hoodie,bowl green,,hypebeast-harajuku,b-drip,,cake hat,,,safety pin piercing
381,Milady 381,streets,pale,classic,brown,blue pink shirt,bowl brown,,lolita,normal,tyson tribal tattoo,,,,
382,Milady 382,bushland,pale,classic,brown,fur coat,tuft green,,lolita-gyaru,b-drip,black hearts tattoo,trucker pink camo,,,chain earrings
383,Milady 383,sonora,pale,dilated,green,kogal cardigan,tuft brown,,lolita-prep,normal,,fuzz earmuffs,mottega sunglasses yellow,,dual rings gold
384,Milady 384,xp,pink,sleepy,green,zip polo,tuft blue,,hypebeast-harajuku,s-drip,,meedles headband,,,double safety pins
385,Milady 385,sunset,pink,classic,gold,bowling shirt,bowl brown,,hypebeast-gyaru,a-drip,,denim fish cap,round glasses,mestwood pearl necklace,
386,Milady 386,bushland,pink,dilated,brown,super lover shirt,bowl green,spider neck tattoo,harajuku-gyaru,c-drip,,fez,,,
387,Milady 387,sunset,tan,sleepy,green,leopard polo,og orange,,gyaru,a-drip,,,round glasses,evil eye necklace,
388,Milady 388,casino,tan,sparkle,brown,skull sweater,bowl brown,,hypebeast-gyaru,a-drip,,denim fish cap,prescription glasses,,cross earring
389,Milady 389,nagano,pink,crying,green,blue pink shirt,short orange,,lolita-gyaru,s-drip,,flower clip,mottega sunglasses yellow,,cherry earring
390,Milady 390,bushland,tan,sparkle,lilac,football shirt,bowl slate,,hypebeast,c-drip,,,,,
